SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,-0.7888002190384014,-0.9858342310174765,-0.809019621699583,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0,-0.5037576729981889,-1.5242564590713006,-0.8524553121307034,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False
0,0.6364125111626608,-1.5126238800701375,-0.628570689385431,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0,1.4100994218432374,1.2010906212011416,1.9647981286810754,True,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False
0,1.5322605130033284,1.1495749141959914,2.0580447835578384,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,True,False,False
0,1.2879383306831464,1.1379423351948288,1.8071369405087967,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False
0,0.06632741908223598,1.0930738161903437,0.4093195082244149,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,1.6137012404433893,0.8703930181680831,1.8480798767404671,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
0,-0.38159658183809786,0.1574821050968162,-0.2769379288612766,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False
1,-0.7073594915983407,0.8055829351616043,-0.4374448275798304,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,-0.4223169455581282,1.2160467942026365,0.01645703443679454,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
0,0.35136996512244845,0.18074726309914202,0.2712253375292325,True,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True
0,1.4508197855632678,0.5878875281398422,1.4854172303780395,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False
0,1.5322605130033284,1.3872118852197473,2.257685717230586,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False
0,1.5729808767233588,0.7341256641544608,1.757723051953332,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,1.5729808767233588,0.6875953481498096,1.6545274400504462,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,-1.2774445836787656,-0.6750781919864114,-0.9862257675772828,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,-1.2774445836787656,-0.3244390249513595,-0.9815711557535313,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0,-1.1960038562387048,-1.4594463760648215,-0.9790784015540814,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,0.3106496014024181,0.9518210711762233,0.651469621917868,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,-1.1960038562387048,-0.47067716096597834,-0.937297193998702,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,1.4100994218432374,-1.2849576910473786,-0.2295314795283777,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True
0,-0.5851984004382496,0.35357415111641893,-0.39681072815163126,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,-0.5037576729981889,-1.4860351280674797,-0.8266894988124969,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,-1.1960038562387048,0.3153528201125979,-0.9130535049261771,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,1.5729808767233588,1.7062769092516428,2.6607398055327707,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
0,-0.30015585439803716,-1.0223937650211312,-0.629497199795846,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1,-0.015113308357824713,0.8703930181680831,0.2727254020032375,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
0,0.5549717837226001,-1.481049737066981,-0.6010621541047773,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True
0,1.4508197855632678,-1.5093002860698053,-0.4355256274439707,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
0,0.6364125111626608,0.4948268961305394,0.7017217817970414,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False
0,-1.2367242199587352,0.1873944510998066,-0.9409149965536556,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0.9621754209229036,0.9435120861753926,1.3121818434021182,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False
0,-1.1145631287986442,0.464914550127549,-0.8240202664396348,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,-1.1960038562387048,0.3386179781149237,-0.9121269945157622,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,1.2879383306831464,0.9335413041743955,1.632842684492401,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False
0,0.5956921474426305,0.8554368451665879,0.8993993957905765,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True
0,1.247217966963116,0.08270124008934066,0.8622507402872714,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True
0,-0.21871512695797646,-1.5076384890696393,-0.7720915639130438,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False
1,0.5956921474426305,0.19237984210030468,0.4541890838145108,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1.0843365120829946,-1.3397969920528607,-0.3470880027926951,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False
0,-1.1552834925186746,-1.5259182560714666,-0.9686882490944281,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,1.6137012404433893,1.6663937812476561,2.7428683354845544,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False
0,-0.7888002190384014,-0.3194536339508612,-0.6780728170276017,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
1,1.369379058123207,1.4520219682262263,2.1162164014688924,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False
0,0.3920903288424788,-1.4660935640654862,-0.5831275597317448,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
0,-0.9109613101984924,-1.4893587220678117,-0.9230024619522997,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False
1,-0.7073594915983407,0.32200000811326246,-0.5003592964013415,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0.5142514200025698,1.0116457631822036,0.8850384844291445,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
0,0.6364125111626608,0.3020584441112687,0.5742604210499546,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False
0,-1.2774445836787656,-1.3132082400502028,-0.9946967199010766,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.21871512695797646,0.37683930911874425,-0.08223838404407532,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,-1.1145631287986442,-1.5093002860698053,-0.9502242202011584,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,-0.38159658183809786,0.7324638671542947,-0.1495648072008959,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True
1,-0.8702409464784621,0.3469269631157543,-0.6637780849811995,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
1,0.10704778280226633,1.2393119522049623,0.5174123894394937,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
0,1.4100994218432374,0.7989357471609396,1.5986059188504005,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False
0,0.025607055362205634,0.3319707901142591,0.07654785248370788,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False
0,1.6137012404433893,1.6364814352446657,2.5648239182831456,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False
0,1.4100994218432374,1.4935668932303794,2.234500897198536,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,True,False,False
0,0.025607055362205634,-1.4860351280674797,-0.7104786216204488,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,0.5956921474426305,-0.19481885893840195,0.23526790969646139,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True
1,-0.7888002190384014,1.1047063951915064,-0.459703137201466,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0,-0.5851984004382496,0.6144762801425001,-0.29500488186436824,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0,1.6137012404433893,1.5733331492383529,2.5087038591380115,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
1,-0.8702409464784621,0.82884809316393,-0.543596448887373,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
1,-1.0331224013585834,-0.6767399889865777,-0.8885671583652104,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False
0,1.0843365120829946,1.1528985081963241,1.475313854950181,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False
1,-0.015113308357824713,1.1844726511994805,0.41377558210307724,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,1.4100994218432374,-1.3132082400502028,-0.2411790389735943,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False
0,0.758573602322752,0.7573908221567865,0.9689097363433747,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False
1,1.0843365120829946,0.9734244321783826,1.4136347333425563,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False
0,0.6364125111626608,-0.84291968900319,-0.13286556004175,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
1,-1.2774445836787656,0.19237984210030468,-0.9747105667621252,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,-0.38159658183809786,-1.5109620830699715,-0.7913276848149925,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
0,0.22920887396235737,0.9933659961803764,0.5931877051484317,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False
0,-0.5444780367182193,-1.491020519067978,-0.8480212980237175,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
1,-1.1960038562387048,0.37517751211857825,-0.9035678031052622,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,1.0436161483629645,1.1346187411944968,1.5445815380145376,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,-1.2367242199587352,-0.48397153696730727,-0.9576363034844781,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
0,-1.1145631287986442,0.34526516611558833,-0.8326015176218113,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False
0,1.6137012404433893,1.2143849972024705,2.197793437128762,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False
1,0.47353105628253944,1.4968904872307114,1.1385273207643427,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,True,False,False
0,-0.6666391278783103,-1.4976677070686424,-0.8547715881567408,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
0,-0.8295205827584317,-0.4590445819648154,-0.7385827707363694,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False
0,-1.0738427650786138,0.8222009051632655,-0.7528995625544482,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
1,1.6137012404433893,1.440389389225063,2.424038455443425,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
0,-0.38159658183809786,-1.328164413051698,-0.7343472945744725,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
0,0.22920887396235737,0.18905624809997262,0.14021235354222153,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
0,0.5956921474426305,1.0116457631822036,1.0073378586039192,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False
0,0.880734693482843,-1.4860351280674797,-0.519463058673231,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
0,-0.7073594915983407,0.12756975909382579,-0.5167276469853392,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,-0.5037576729981889,0.9750862291785486,-0.2194501638721958,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False
0,-0.6666391278783103,0.28211688010927544,-0.4782774649531183,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-1.2774445836787656,0.15249671409631763,-0.9752400012823624,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,-1.2774445836787656,-1.328164413051698,-0.9948952578461654,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0.5549717837226001,-1.4893587220678117,-0.6056505866134989,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False
0,1.4915401492832983,1.0930738161903437,1.9693865611897978,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False
0,0.6771328748826912,0.6560212051466532,0.8713834857613622,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,0.8400143297628127,-0.32776261895169184,0.33793408707910966,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False
0,-1.0331224013585834,-1.505976692069473,-0.9455034290623774,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,0.3920903288424788,-0.4823097399671412,-0.033596587497289845,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,-0.62591876415828,-0.4806479429669752,-0.6322326114837378,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1,-1.2367242199587352,0.5563133851366857,-0.9341205868772793,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
0,1.6137012404433893,1.3091074262119398,2.2162354062503553,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False
0,-0.1779947632379461,-1.4710789550659844,-0.7574218157481403,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,-1.2774445836787656,-0.47898614596680894,-0.9836227145194502,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0,-0.7073594915983407,0.7125223031523015,-0.4454304649267402,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1,1.4100994218432374,1.4054916522215746,2.1454014793969636,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False
0,-0.8702409464784621,1.15456030519649,-0.5395153911272119,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0,0.9621754209229036,1.2775332832087833,1.585634773104591,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False
0,-0.4223169455581282,-0.32111543095102724,-0.45295284706844263,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1,-0.5444780367182193,-1.0124229830201346,-0.7512009601353541,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False
0,0.47353105628253944,-1.5009913010689746,-0.6615941675852214,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,-0.9109613101984924,-0.9642308700153169,-0.8338589246073745,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,-0.5851984004382496,0.21065960910213194,-0.4553353024095097,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,-0.0965540357978854,-1.5192710680708021,-0.7245527559500857,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0,-0.2594354906780068,-0.9642308700153169,-0.5547145738123526,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
0,1.0436161483629645,1.4852579082295487,1.705110496504768,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False
0,-1.2774445836787656,-1.1653083070354178,-0.992733400221864,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,-0.9516816739185228,0.04946530008601819,-0.7320530783201116,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True
0,0.7178532386027215,0.5895493251400082,0.8379629316713939,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,True,False,False
0,0.5549717837226001,-1.1304105700319294,-0.34876454544011265,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
0,-1.1960038562387048,-0.6651074099854147,-0.9405179206634778,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,-0.8702409464784621,-0.45405919096431707,-0.771495950077777,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0.18848851024232702,0.1857326540996401,0.12049091766338886,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,-0.4223169455581282,-0.3510277769540174,-0.49727092836662495,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
0,1.4100994218432374,-1.3015756610490399,-0.21834717528836847,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
0,-1.2774445836787656,-1.481049737066981,-0.9969247568404078,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,-0.5444780367182193,-0.28787949094770476,-0.5496849458701,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
1,-0.9516816739185228,0.32532360211359457,-0.7310162690513138,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,1.5322605130033284,1.1279715531938321,2.0202784544475905,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False
0,-1.2774445836787656,-0.4856333339674735,-0.9837109536061562,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0.26992923768238775,-0.7864185909975417,-0.3012257374771545,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
0,-1.2367242199587352,0.19736523310080326,-0.9437607070999303,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0.6771328748826912,-0.6966815529885713,-0.07665726180990896,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,-1.0331224013585834,-0.015344782920460707,-0.8090858010146126,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False
0,-1.2774445836787656,-0.62854787598176,-0.9856080939703393,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,1.1657772395230555,1.2060760122016398,1.6286513278738572,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False
0,-1.2774445836787656,-0.7265938989915613,-0.9869096204992556,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,0.3106496014024181,0.8903345821700764,0.6149386400215066,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,1.5729808767233588,-1.3397969920528607,-0.263922663572114,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False
0,-0.3408762181180675,0.8338334841644282,-0.05062673123158386,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
0,-0.748079855318371,-0.4756625519664766,-0.6681238600014792,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1.1657772395230555,0.9784098231788811,1.5952087140122122,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False
1,0.47353105628253944,0.33529438411459117,0.4360118319530364,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False
0,1.5322605130033284,-1.4943441130683104,-0.38920010692322266,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
0,-0.5851984004382496,0.31202922611226586,-0.4120981499234782,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,-0.8295205827584317,0.29873485011093664,-0.6213792038188767,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
1,1.369379058123207,1.4154624342225712,2.1054512328907378,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False
0,1.1657772395230555,-1.4694171580658184,-0.42965772817800935,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
0,0.3920903288424788,0.7025515211513048,0.6397117636142685,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False
0,0.880734693482843,0.9966895901807084,1.2538558070893286,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False
0,-1.1960038562387048,-1.479387940066815,-0.9787254452072568,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False
0,1.4915401492832983,-0.3693075439558449,0.6726470027273528,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False
0,-1.1960038562387048,-1.5009913010689746,-0.9814608568951485,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
0,-1.0331224013585834,0.33695618111475767,-0.7670839957424677,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,1.002895784642934,-1.491020519067978,-0.5136392789506227,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
1,-0.748079855318371,0.3386179781149237,-0.5484275388845368,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,-0.8702409464784621,-0.7698006209958805,-0.7982103335780751,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False
0,-1.1552834925186746,-1.4976677070686424,-0.9538640825277885,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,0.43281069256250915,0.9833952141793793,0.724222748907119,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True
0,1.2064976032430856,0.3170146171127639,1.066921301902272,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False
0,-0.8295205827584317,1.0382345151848615,-0.5372432346445276,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0,-0.8702409464784621,-1.4727407520661506,-0.8951850898681745,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False
0,-0.5444780367182193,-0.16490651293541178,-0.5069110485892759,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
